iid,aircraft,model,flight_date,damage,airline,dep_airport,origin_state,flight_phase,wildlife_size,sky_conditions,pilot_warned_flag,altitude_ft,heavy_flag,impact
209707,Airplane,SAAB-340,10/5/00 0:00,No damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Medium,Some Cloud,Y,400,No,None
209708,Airplane,SAAB-340,10/5/00 0:00,No damage,AMERICAN EAGLE AIRLINES,LAFAYETTE REGIONAL (LA),Louisiana,Climb,Small,No Cloud,N,"2,000",No,None
202778,Airplane,FOKKER F100,10/5/00 0:00,No damage,AMERICAN AIRLINES,CHICAGO O'HARE INTL ARPT,Illinois,Climb,Medium,Overcast,Y,100,No,None
206242,Airplane,B-757-200,10/6/00 0:00,No damage,UPS AIRLINES,MCGHEE TYSON ARPT,Tennessee,Descent,Medium,No Cloud,N,"5,100",Yes,None
204243,Airplane,B-757-200,10/6/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Small,Overcast,N,"1,500",Yes,None
202575,Airplane,CL-RJ100/200,10/6/00 0:00,No damage,AIR CANADA,NASHVILLE INTL,Tennessee,Climb,Medium,Some Cloud,Y,200,No,Precautionary Landing
201005,Airplane,B-727-200,10/6/00 0:00,No damage,UNITED AIRLINES,WASHINGTON DULLES INTL ARPT,DC,Approach,Small,No Cloud,Y,"1,000",No,None
200529,Airplane,A-300,10/6/00 0:00,No damage,FEDEX EXPRESS,MEMPHIS INTL,Tennessee,Approach,Medium,No Cloud,N,"1,300",No,None
204001,Airplane,A-300,10/6/00 0:00,No damage,FEDEX EXPRESS,MEMPHIS INTL,Tennessee,Approach,Medium,No Cloud,N,"2,000",No,None
203869,Airplane,SAAB-340,10/6/00 0:00,Damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Medium,Overcast,Y,500,No,None
200889,Airplane,B-757-200,10/6/00 0:00,No damage,UNITED AIRLINES,WASHINGTON DULLES INTL ARPT,DC,Approach,Medium,No Cloud,Y,"3,000",Yes,None
203592,Airplane,B-737-800,10/6/00 0:00,No damage,DELTA AIR LINES,MEMPHIS INTL,Tennessee,Approach,Large,No Cloud,Y,"4,000",Yes,None
203110,Airplane,B-737-300,10/6/00 0:00,No damage,DELTA AIR LINES,LEHIGH VALLEY INTL,Pennsylvania,Take-off run,Medium,Some Cloud,N,0,Yes,None
206789,Airplane,B-737,10/7/00 0:00,No damage,SOUTHWEST AIRLINES,DALLAS LOVE FIELD ARPT,Texas,Landing Roll,Medium,Overcast,N,0,Yes,None
200716,Airplane,B-737-200,10/7/00 0:00,No damage,ALOHA AIRLINES,LIHUE ARPT,Hawaii,Approach,Small,Some Cloud,Y,100,Yes,None
205778,Airplane,B-757-200,10/7/00 0:00,No damage,DELTA AIR LINES,ATLANTA INTL,Georgia,Descent,Large,No Cloud,N,"4,300",Yes,None
202178,Airplane,C-172,10/7/00 0:00,No damage,PRIVATELY OWNED,SAVANNAH INTL,Georgia,Approach,Medium,Some Cloud,N,"1,600",No,None
200503,Airplane,MD-80,10/7/00 0:00,No damage,US AIRWAYS,FORT LAUDERDALE/HOLLYWOOD INTL,Florida,Climb,Medium,No Cloud,N,"12,000",No,None
202302,Airplane,C-172,10/7/00 0:00,No damage,BUSINESS,SAVANNAH INTL,Georgia,Approach,Medium,Overcast,Y,"1,500",No,None
205652,Airplane,SAAB-340,10/7/00 0:00,Damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Climb,Medium,Some Cloud,Y,"1,000",No,Precautionary Landing
204013,Airplane,MD-80,10/7/00 0:00,No damage,AMERICAN AIRLINES,LOS ANGELES INTL,California,Approach,Small,Overcast,N,"4,000",No,None
209056,Airplane,MD-90-30,10/7/00 0:00,No damage,DELTA AIR LINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Small,Overcast,N,0,No,None
203105,Airplane,MD-83,10/7/00 0:00,No damage,AMERICAN AIRLINES,CHICAGO O'HARE INTL ARPT,Illinois,Approach,Medium,No Cloud,Y,"1,350",No,None
207847,Airplane,B-727-200,10/7/00 0:00,No damage,FEDEX EXPRESS,INDIANAPOLIS INTL,Indiana,Approach,Medium,Some Cloud,N,200,No,None
205899,Airplane,A-320,10/8/00 0:00,No damage,US AIRWAYS,JACKSONVILLE INTL,Florida,Take-off run,Medium,Some Cloud,N,0,No,None
201321,Airplane,EMB-145,10/8/00 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),NEWARK LIBERTY INTL ARPT,New Jersey,Approach,Medium,Some Cloud,Y,500,No,None
205266,Airplane,SAAB-340,10/8/00 0:00,No damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Small,No Cloud,N,"1,400",No,None
204875,Airplane,B-737-200,10/8/00 0:00,No damage,ALOHA AIRLINES,HONOLULU INTL ARPT,Hawaii,Landing Roll,Medium,Some Cloud,N,0,Yes,None
200791,Airplane,MD-80,10/8/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Small,Some Cloud,N,0,No,None
203571,Airplane,BA-41 JETSTR,10/8/00 0:00,No damage,ATLANTIC COAST AIRLINES,WASHINGTON DULLES INTL ARPT,DC,Approach,Medium,No Cloud,N,"1,800",No,None
205638,Airplane,A-300,10/8/00 0:00,No damage,AMERICAN AIRLINES,MIAMI INTL,Florida,Descent,Small,No Cloud,N,"10,000",No,None
207228,Airplane,B-737-700,10/8/00 0:00,No damage,SOUTHWEST AIRLINES,NASHVILLE INTL,Tennessee,Climb,Medium,No Cloud,Y,100,Yes,None
205637,Airplane,B-757-200,10/8/00 0:00,Damage,AMERICAN AIRLINES,MIAMI INTL,Florida,Climb,Medium,Some Cloud,N,"17,000",Yes,None
206540,Airplane,C-414,10/8/00 0:00,Damage,BUSINESS,ESSEX COUNTY AIRPORT,New Jersey,Landing Roll,Large,No Cloud,N,0,No,None
201020,Airplane,CL-RJ100/200,10/9/00 0:00,No damage,MIDWAY AIRLINES,RALEIGH-DURHAM INTL,North Carolina,Approach,Small,No Cloud,Y,"1,000",No,None
201262,Airplane,C-172,10/9/00 0:00,No damage,PRIVATELY OWNED,DANVILLE REGIONAL ARPT,Virginia,Descent,Medium,Some Cloud,N,"3,000",No,Precautionary Landing
203104,Airplane,SAAB-340,10/9/00 0:00,No damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Small,Overcast,Y,"3,000",No,None
205923,Airplane,DA-20 FALCON,10/9/00 0:00,Damage,BUSINESS,WILMINGTON INTL,North Carolina,Climb,Medium,Some Cloud,N,300,No,Precautionary Landing
208815,Airplane,B-727,10/10/00 0:00,No damage,FEDEX EXPRESS,NEWARK LIBERTY INTL ARPT,New Jersey,Approach,Small,No Cloud,N,"3,000",No,None
200744,Airplane,MD-80,10/10/00 0:00,No damage,AMERICAN AIRLINES,RONALD REAGAN WASHINGTON NATL,DC,Approach,Small,No Cloud,N,150,No,None
209350,Airplane,DC-8,10/11/00 0:00,No damage,UPS AIRLINES,LOUISVILLE INTL ARPT,Kentucky,Landing Roll,Medium,Overcast,N,0,No,None
206401,Airplane,SAAB-340,10/11/00 0:00,No damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Small,Overcast,Y,100,No,None
206818,Airplane,B-737-700,10/11/00 0:00,No damage,SOUTHWEST AIRLINES,THEODORE FRANCIS GREEN STATE,Rhode Island,Approach,Medium,No Cloud,N,"5,600",Yes,None
203563,Airplane,DHC8 DASH 8,10/11/00 0:00,No damage,PIEDMONT AIRLINES,RICHMOND INTL,Virginia,Climb,Medium,No Cloud,N,100,No,None
202153,Airplane,B-737-300,10/11/00 0:00,No damage,US AIRWAYS,PORT COLUMBUS INTL,Ohio,Approach,Medium,No Cloud,N,100,Yes,None
208210,Airplane,BA-41 JETSTR,10/11/00 0:00,No damage,TRANS STATES AIRLINES,RONALD REAGAN WASHINGTON NATL,DC,Approach,Large,No Cloud,Y,400,No,None
204333,Airplane,MD-82,10/11/00 0:00,Damage,AMERICAN AIRLINES,JOHN F KENNEDY INTL,New York,Approach,Large,No Cloud,N,"2,000",No,None
207347,Airplane,B-757-200,10/12/00 0:00,No damage,DELTA AIR LINES,NASHVILLE INTL,Tennessee,Take-off run,Small,Some Cloud,N,0,Yes,None
201436,Airplane,DC-9-30,10/13/00 0:00,No damage,US AIRWAYS,PORT COLUMBUS INTL,Ohio,Climb,Small,Some Cloud,N,"1,000",No,None
207406,Airplane,B-737-200,10/13/00 0:00,No damage,FRONTIER AIRLINES,ALBUQUERQUE INTL,New Mexico,Approach,Medium,Some Cloud,N,"3,000",Yes,None
203664,Airplane,C-150,10/13/00 0:00,Damage,BUSINESS,COLUMBUS MUNICIPAL ARPT (NE),Nebraska,Climb,Large,Some Cloud,N,500,No,Precautionary Landing
205835,Airplane,B-727-200,10/13/00 0:00,No damage,FEDEX EXPRESS,NEWARK LIBERTY INTL ARPT,New Jersey,Approach,Medium,Some Cloud,N,"3,000",No,None
206423,Airplane,LEARJET-35,10/14/00 0:00,Damage,BUSINESS,TRENTON MERCER ARPT,New Jersey,Climb,Small,No Cloud,N,"3,600",No,None
207779,Airplane,DC-10,10/14/00 0:00,No damage,NORTHWEST AIRLINES,MINNEAPOLIS-ST PAUL INTL,Minnesota,Landing Roll,Large,Some Cloud,N,0,No,None
205882,Airplane,B-757-200,10/14/00 0:00,No damage,AMERICA WEST AIRLINES,ORLANDO INTL,Florida,Climb,Medium,No Cloud,N,400,Yes,None
205073,Airplane,B-737-300,10/14/00 0:00,No damage,AMERICA WEST AIRLINES,MCCARREN INTL,Nevada,Approach,Small,No Cloud,N,400,Yes,None
202608,Airplane,B-747-1/200,10/14/00 0:00,Damage,LUFTHANSA,JOHN F KENNEDY INTL,New York,Approach,Medium,Some Cloud,N,"2,300",No,None
204215,Airplane,B-737-500,10/15/00 0:00,No damage,SOUTHWEST AIRLINES,METRO OAKLAND INTL,California,Climb,Small,Overcast,N,800,Yes,None
200770,Airplane,MD-82,10/15/00 0:00,No damage,US AIRWAYS,KANSAS CITY INTL,Missouri,Approach,Medium,No Cloud,N,"2,000",No,None
205490,Airplane,B-727,10/15/00 0:00,No damage,AMERICAN AIRLINES,TOCUMEN INTL,N/A,Approach,Small,No Cloud,Y,100,No,None
204411,Airplane,MD-80,10/15/00 0:00,No damage,AMERICAN AIRLINES,PHILADELPHIA INTL,Pennsylvania,Approach,Small,Overcast,Y,"2,000",No,None
203708,Airplane,MD-80,10/15/00 0:00,No damage,US AIRWAYS,MANCHESTER AIRPORT,New Hampshire,Approach,Medium,Some Cloud,N,800,No,None
208023,Airplane,BE-58  BARON,10/15/00 0:00,No damage,GOVERNMENT,BRACKETT FIELD ARPT,California,Take-off run,Small,No Cloud,Y,0,No,None
204387,Airplane,A-320,10/16/00 0:00,No damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Approach,Medium,No Cloud,Y,800,No,None
204148,Airplane,B-757-200,10/16/00 0:00,Damage,AMERICAN AIRLINES,MIAMI INTL,Florida,Climb,Medium,No Cloud,N,"12,300",Yes,None
206951,Airplane,B-737-800,10/16/00 0:00,No damage,CONTINENTAL AIRLINES,CLEVELAND-HOPKINS INTL ARPT,Ohio,Approach,Small,Some Cloud,N,"1,400",Yes,None
205769,Airplane,B-727,10/16/00 0:00,No damage,FEDEX EXPRESS,MEMPHIS INTL,Tennessee,Climb,Small,No Cloud,N,"1,265",No,None
204932,Airplane,FOKKER F100,10/17/00 0:00,No damage,AMERICAN AIRLINES,LOUISVILLE INTL ARPT,Kentucky,Landing Roll,Medium,Overcast,Y,0,No,None
208827,Airplane,B-737-200,10/17/00 0:00,No damage,DELTA AIR LINES,MEMPHIS INTL,Tennessee,Landing Roll,Medium,Overcast,N,0,Yes,None
202849,Airplane,MD-80,10/17/00 0:00,No damage,AMERICAN AIRLINES,AUSTIN-BERGSTROM INTL,Texas,Approach,Small,No Cloud,N,"1,500",No,None
202248,Airplane,C-206 STATIO,10/17/00 0:00,Damage,GOVERNMENT,METRO OAKLAND INTL,California,Approach,Large,No Cloud,Y,200,No,None
202356,Airplane,MD-82,10/17/00 0:00,No damage,AMERICAN AIRLINES,AUSTIN-BERGSTROM INTL,Texas,Landing Roll,Small,Overcast,Y,0,No,None
204544,Airplane,IAI-1124,10/18/00 0:00,No damage,BUSINESS,BIRMINGHAM-SHUTTLESWORTH INTL,Alabama,Take-off run,Medium,Some Cloud,N,0,No,None
205607,Airplane,EMB-135,10/18/00 0:00,No damage,CONTINENTAL AIRLINES,MEMPHIS INTL,Tennessee,Climb,Small,Some Cloud,Y,20,No,None
208599,Airplane,A-300,10/18/00 0:00,No damage,AER LINGUS,BALTIMORE WASH INTL,Maryland,Approach,Small,No Cloud,Y,"1,000",No,None
203184,Airplane,DC-9,10/18/00 0:00,No damage,NORTHWEST AIRLINES,BIRMINGHAM-SHUTTLESWORTH INTL,Alabama,Approach,Small,No Cloud,N,"1,000",No,None
204197,Airplane,MD-80,10/19/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Take-off run,Small,No Cloud,N,0,No,None
206175,Airplane,B-737-200,10/19/00 0:00,No damage,ALOHA AIRLINES,LIHUE ARPT,Hawaii,Landing Roll,Small,Some Cloud,Y,0,Yes,None
208476,Airplane,B-737-200,10/19/00 0:00,No damage,SOUTHWEST AIRLINES,BALTIMORE WASH INTL,Maryland,Descent,Medium,No Cloud,N,"4,000",Yes,None
206685,Airplane,BE-400 BJET,10/19/00 0:00,No damage,BUSINESS,READING REGIONAL,Pennsylvania,Landing Roll,Small,Some Cloud,N,0,No,None
207736,Airplane,B-737-300,10/19/00 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Climb,Medium,No Cloud,N,100,Yes,None
205300,Airplane,B-737-300,10/19/00 0:00,No damage,AMERICA WEST AIRLINES,PHOENIX SKY HARBOR,Arizona,Climb,Small,Some Cloud,N,"3,000",Yes,None
204957,Airplane,MD-80,10/19/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Small,No Cloud,Y,0,No,None
202766,Airplane,FOKKER F100,10/20/00 0:00,No damage,AMERICAN AIRLINES,HARRISBURG INTL,Pennsylvania,Approach,Medium,No Cloud,N,"1,000",No,None
205455,Airplane,B-757-200,10/20/00 0:00,No damage,AMERICAN AIRLINES,JUAN SANTAMARIA INTL,N/A,Climb,Small,Some Cloud,N,50,Yes,None
205156,Airplane,SAAB-340,10/20/00 0:00,No damage,AMERICAN EAGLE AIRLINES,JOHN F KENNEDY INTL,New York,Descent,Small,No Cloud,N,"5,000",No,None
208894,Airplane,B-737-300,10/20/00 0:00,No damage,DELTA AIR LINES,LEHIGH VALLEY INTL,Pennsylvania,Take-off run,Medium,No Cloud,Y,0,Yes,None
206088,Airplane,SAAB-340,10/20/00 0:00,No damage,MESABA AIRLINES,MINNEAPOLIS-ST PAUL INTL,Minnesota,Climb,Small,No Cloud,Y,800,No,None
206356,Airplane,FOKKER F100,10/20/00 0:00,No damage,AMERICAN AIRLINES,ROCHESTER INTL,Minnesota,Approach,Small,No Cloud,N,"5,000",No,None
201301,Airplane,B-727,10/21/00 0:00,No damage,DELTA AIR LINES,MOBILE REGIONAL,Alabama,Landing Roll,Medium,No Cloud,N,0,No,None
202689,Airplane,FOKKER F100,10/21/00 0:00,No damage,AMERICAN AIRLINES,HUNTSVILLE INTL,Alabama,Take-off run,Medium,Overcast,N,0,No,None
201282,Airplane,B-727,10/21/00 0:00,No damage,AMERICAN AIRLINES,MIAMI INTL,Florida,Take-off run,Medium,No Cloud,N,0,No,None
205560,Airplane,A-319,10/22/00 0:00,No damage,NORTHWEST AIRLINES,GERALD R FORD INTL,Michigan,Landing Roll,Small,No Cloud,Y,0,No,None
203098,Airplane,MD-82,10/22/00 0:00,No damage,TRANS WORLD AIRLINES,LAMBERT-ST LOUIS INTL,Missouri,Approach,Small,Overcast,N,"1,000",No,None
207846,Airplane,BA-146,10/22/00 0:00,No damage,MESABA AIRLINES,WESTCHESTER COUNTY ARPT,New York,Approach,Medium,No Cloud,Y,400,No,None
204767,Airplane,A-319,10/22/00 0:00,Damage,US AIRWAYS,RALEIGH-DURHAM INTL,North Carolina,Approach,Medium,No Cloud,N,800,No,None
202472,Airplane,C-152,10/22/00 0:00,Damage,BUSINESS,DAYTONA BEACH INTL,Florida,Approach,Large,No Cloud,N,"1,800",No,None
205503,Airplane,B-737-800,10/22/00 0:00,No damage,DELTA AIR LINES,GUANAJUATO DEL BAJIO INTL,N/A,Approach,Small,No Cloud,N,100,Yes,None
206648,Airplane,SAAB-340,10/23/00 0:00,No damage,AMERICAN EAGLE AIRLINES,WORCESTER REGIONAL,Massachusetts,Approach,Medium,No Cloud,N,500,No,None
204164,Airplane,SAAB-340,10/23/00 0:00,No damage,AMERICAN EAGLE AIRLINES,JOHN F KENNEDY INTL,New York,Approach,Small,No Cloud,N,100,No,None
208084,Airplane,B-747-400,10/23/00 0:00,No damage,ALL NIPPON AIRWAYS,WASHINGTON DULLES INTL ARPT,DC,Approach,Large,No Cloud,Y,300,No,None
203301,Airplane,A-319,10/23/00 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Take-off run,Small,No Cloud,Y,0,No,None
205177,Airplane,B-737-400,10/23/00 0:00,No damage,ALASKA AIRLINES,SACRAMENTO INTL,California,Approach,Medium,No Cloud,Y,"7,500",Yes,None
203387,Airplane,B-737-200,10/24/00 0:00,No damage,US AIRWAYS,BALTIMORE WASH INTL,Maryland,Descent,Medium,Overcast,N,"4,500",Yes,None
207761,Airplane,HAWKER-SDLY HS125,10/24/00 0:00,Damage,BUSINESS,COLEMAN A YOUNG MUNICIPAL ARPT,Michigan,Climb,Medium,Overcast,N,300,No,Precautionary Landing
203386,Airplane,B-737-200,10/24/00 0:00,No damage,US AIRWAYS,ATLANTA INTL,Georgia,Approach,Medium,Some Cloud,N,"2,000",Yes,None
205496,Airplane,B-737-200,10/25/00 0:00,No damage,DELTA AIR LINES,ORLANDO INTL,Florida,Approach,Medium,No Cloud,Y,7,Yes,None
205599,Airplane,B-717-200,10/26/00 0:00,No damage,AIRTRAN AIRWAYS,ATLANTA INTL,Georgia,Climb,Medium,No Cloud,Y,"4,500",No,None
210492,Airplane,B-737-300,10/26/00 0:00,No damage,SOUTHWEST AIRLINES,NEW ORLEANS INTL,Louisiana,Descent,Small,No Cloud,Y,"6,000",Yes,None
205463,Airplane,B-747-400,10/27/00 0:00,No damage,JAPAN AIRLINES,GRANT COUNTY ARPT,Washington,Take-off run,Medium,Overcast,N,0,No,None
202972,Airplane,BA-41 JETSTR,10/27/00 0:00,No damage,ATLANTIC COAST AIRLINES,RALEIGH-DURHAM INTL,North Carolina,Climb,Small,No Cloud,N,"8,000",No,None
246070,Airplane,B-737-300,10/27/00 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Climb,Small,No Cloud,N,"8,000",Yes,None
205268,Airplane,MD-80,10/27/00 0:00,No damage,AMERICAN AIRLINES,CHICAGO O'HARE INTL ARPT,Illinois,Climb,Medium,Overcast,Y,"1,500",No,None
203568,Airplane,B-757-200,10/27/00 0:00,No damage,DELTA AIR LINES,ATLANTA INTL,Georgia,Approach,Small,No Cloud,N,800,Yes,None
208366,Airplane,FOKKER F100,10/28/00 0:00,No damage,US AIRWAYS,GREATER PITTSBURGH,Pennsylvania,Take-off run,Medium,No Cloud,Y,0,No,None
208773,Airplane,B-737-300,10/28/00 0:00,No damage,UNITED AIRLINES,SAN FRANCISCO INTL ARPT,California,Approach,Large,Overcast,Y,200,Yes,None
205406,Airplane,DC-8,10/28/00 0:00,No damage,UPS AIRLINES,LOUISVILLE INTL ARPT,Kentucky,Approach,Medium,No Cloud,Y,400,No,None
204275,Airplane,B-737,10/28/00 0:00,No damage,DELTA AIR LINES,HARRISBURG INTL,Pennsylvania,Approach,Small,No Cloud,N,"2,000",Yes,None
203467,Airplane,B-737-400,10/29/00 0:00,No damage,US AIRWAYS,GEORGE BUSH INTERCONTINENTAL,Texas,Take-off run,Medium,Some Cloud,N,0,Yes,None
202023,Airplane,MD-88,10/29/00 0:00,No damage,DELTA AIR LINES,LAGUARDIA NY,New York,Approach,Medium,No Cloud,N,"3,000",No,None
203557,Airplane,B-727-200,10/29/00 0:00,No damage,DELTA AIR LINES,RONALD REAGAN WASHINGTON NATL,DC,Approach,Medium,No Cloud,N,200,No,None
205959,Airplane,MD-80,10/29/00 0:00,No damage,AMERICAN AIRLINES,PORTLAND INTL (OR),Oregon,Descent,Large,Some Cloud,N,"6,400",No,None
205906,Airplane,DA-50 FALCON,10/30/00 0:00,Damage,EXECUTIVE JET MGMNT,CINCINNATI MUNI ARPT-LUNKEN FIELD,Ohio,Approach,Medium,No Cloud,N,"1,800",No,None
205755,Airplane,B-767-300,10/30/00 0:00,No damage,AMERICAN AIRLINES,SANTIAGO INTL,N/A,Climb,Medium,No Cloud,N,"12,000",Yes,Other
206387,Airplane,A-320,10/31/00 0:00,No damage,NORTHWEST AIRLINES,MINETA SAN JOSE INTL,California,Approach,Medium,No Cloud,N,400,No,None
205413,Airplane,B-737-700,10/31/00 0:00,No damage,MIDWAY AIRLINES,RALEIGH-DURHAM INTL,North Carolina,Climb,Medium,No Cloud,N,500,Yes,None
205677,Airplane,SAAB-340,10/31/00 0:00,No damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Small,No Cloud,N,0,No,None
206203,Airplane,B-737-400,11/1/00 0:00,No damage,US AIRWAYS,TAMPA INTL,Florida,Approach,Small,No Cloud,N,"1,000",Yes,None
205823,Airplane,A-319,11/1/00 0:00,No damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Climb,Small,No Cloud,N,"3,500",No,None
210297,Airplane,FOKKER F100,11/1/00 0:00,No damage,AMERICAN AIRLINES,WICHITA MID-CONTINENT ARPT,Kansas,Landing Roll,Small,No Cloud,Y,0,No,None
208555,Airplane,B-757-200,11/1/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Small,No Cloud,N,"1,200",Yes,None
203782,Airplane,A-320,11/1/00 0:00,No damage,AMERICA WEST AIRLINES,LOS ANGELES INTL,California,Climb,Small,No Cloud,N,200,No,None
204198,Airplane,B-737-300,11/1/00 0:00,No damage,US AIRWAYS,LAGUARDIA NY,New York,Approach,Small,No Cloud,N,"2,000",Yes,None
202929,Airplane,A-300,11/2/00 0:00,No damage,AMERICAN AIRLINES,MIAMI INTL,Florida,Landing Roll,Large,No Cloud,Y,0,No,None
210275,Airplane,B-737-300,11/2/00 0:00,No damage,SOUTHWEST AIRLINES,NASHVILLE INTL,Tennessee,Climb,Small,No Cloud,N,"2,700",Yes,None
207033,Airplane,B-727-200,11/2/00 0:00,No damage,FEDEX EXPRESS,NEWARK LIBERTY INTL ARPT,New Jersey,Approach,Medium,No Cloud,N,"3,500",No,None
202427,Airplane,C-340,11/2/00 0:00,No damage,BUSINESS,BIRMINGHAM-SHUTTLESWORTH INTL,Alabama,Landing Roll,Medium,No Cloud,Y,0,No,Precautionary Landing
200122,Airplane,CL-RJ100/200,11/2/00 0:00,No damage,MIDWAY AIRLINES,STEWART INTL AIRPORT,New York,Approach,Medium,No Cloud,N,"3,500",No,None
202814,Airplane,B-737-300,11/3/00 0:00,Damage,SOUTHWEST AIRLINES,NASHVILLE INTL,Tennessee,Approach,Large,No Cloud,N,"8,000",Yes,None
202795,Airplane,B-757-200,11/3/00 0:00,No damage,NORTHWEST AIRLINES,MINNEAPOLIS-ST PAUL INTL,Minnesota,Approach,Large,No Cloud,Y,"5,000",Yes,None
206803,Airplane,DORNIER 328,11/3/00 0:00,Damage,BUSINESS,GENERAL MITCHELL INTL,Wisconsin,Descent,Medium,No Cloud,N,"2,300",No,None
206670,Airplane,B-737-200,11/3/00 0:00,No damage,SOUTHWEST AIRLINES,LAMBERT-ST LOUIS INTL,Missouri,Approach,Small,No Cloud,N,"2,000",Yes,None
201165,Airplane,BELLANCA CIT,11/3/00 0:00,No damage,BUSINESS,OAKLAND/TROY ARPT,Michigan,Approach,Medium,No Cloud,N,30,No,Other
209335,Airplane,PA-28,11/4/00 0:00,No damage,PRIVATELY OWNED,ROANOKE REGIONAL,Virginia,Approach,Small,No Cloud,N,90,No,None
204504,Airplane,B-747-400,11/4/00 0:00,No damage,JAPAN AIRLINES,GRANT COUNTY ARPT,Washington,Approach,Small,Some Cloud,N,"3,000",No,None
200898,Airplane,PA-31 NAVAJO,11/4/00 0:00,Damage,BUSINESS,DAYTONA BEACH INTL,Florida,Approach,Large,No Cloud,N,"1,500",No,None
203242,Airplane,MD-80,11/4/00 0:00,No damage,AMERICAN AIRLINES,LAGUARDIA NY,New York,Climb,Medium,No Cloud,N,"1,500",No,None
203424,Airplane,DC-9-50,11/5/00 0:00,No damage,HAWAIIAN AIR,MOLOKAI ARPT,Hawaii,Landing Roll,Small,Some Cloud,N,0,No,None
204347,Airplane,B-737-300,11/5/00 0:00,Damage,AMERICA WEST AIRLINES,JOHN WAYNE AIRPORT,California,Descent,Medium,No Cloud,N,"6,300",Yes,None
204473,Airplane,SAAB-340,11/6/00 0:00,No damage,MESABA AIRLINES,CHERRY CAPITAL ARPT,Michigan,Take-off run,Medium,Some Cloud,Y,0,No,Aborted Take-off
208807,Airplane,PA-31T CHEYENNE,11/6/00 0:00,No damage,BUSINESS,DANBURY MUNICIPAL ARPT,Connecticut,Approach,Small,No Cloud,Y,50,No,None
200236,Airplane,DC-9,11/7/00 0:00,No damage,US AIRWAYS,YEAGER ARPT,West Virginia,Landing Roll,Small,Overcast,N,0,No,None
206597,Airplane,B-727,11/7/00 0:00,No damage,FEDEX EXPRESS,MEMPHIS INTL,Tennessee,Approach,Small,No Cloud,N,"1,000",No,None
201314,Airplane,C-650,11/7/00 0:00,No damage,BUSINESS,SACRAMENTO INTL,California,Take-off run,Medium,No Cloud,Y,0,No,None
210260,Airplane,C-152,11/7/00 0:00,No damage,BUSINESS,METRO OAKLAND INTL,California,Climb,Small,No Cloud,Y,100,No,None
203022,Airplane,B-757-200,11/8/00 0:00,No damage,DELTA AIR LINES,BIRMINGHAM-SHUTTLESWORTH INTL,Alabama,Landing Roll,Medium,Some Cloud,Y,0,Yes,None
204359,Airplane,BE-1900,11/8/00 0:00,Damage,AIR MIDWEST,EPPLEY AIRFIELD,Nebraska,Climb,Medium,No Cloud,Y,"4,000",No,None
208838,Airplane,A-319,11/8/00 0:00,Damage,US AIRWAYS,SOUTHWEST FLORIDA INTL ARPT,Florida,Take-off run,Large,Some Cloud,Y,0,No,Aborted Take-off
207615,Airplane,DC-9,11/9/00 0:00,No damage,NORTHWEST AIRLINES,DETROIT METRO WAYNE COUNTY ARPT,Michigan,Take-off run,Medium,Overcast,Y,0,No,Other
203898,Airplane,CITATION II,11/9/00 0:00,Damage,BUSINESS,DEKALB-PEACHTREE ARPT,Georgia,Climb,Medium,No Cloud,N,"2,000",No,None
202343,Airplane,DC-8-70,11/10/00 0:00,No damage,UPS AIRLINES,LOUISVILLE INTL ARPT,Kentucky,Landing Roll,Medium,Overcast,N,0,No,None
208043,Airplane,L-1011,11/10/00 0:00,No damage,DELTA AIR LINES,ATLANTA INTL,Georgia,Approach,Medium,No Cloud,N,"2,000",No,None
